MAC Id,Login Time,Session Time,Download,Upload
xx:xx:xx:xx:xx:xx,17-06-25 22:42,0:30:27,1139,37
xx:xx:xx:xx:xx:xx,17-06-25 22:11,0:30:47,946,44
xx:xx:xx:xx:xx:xx,17-06-25 21:40,0:27:48,1262,33
xx:xx:xx:xx:xx:xx,17-06-25 21:13,0:31:33,1168,49
xx:xx:xx:xx:xx:xx,17-06-25 20:41,0:30:43,751,21
xx:xx:xx:xx:xx:xx,17-06-25 20:10,0:30:35,786,29
xx:xx:xx:xx:xx:xx,17-06-25 19:40,0:29:54,312,13
xx:xx:xx:xx:xx:xx,17-06-25 19:10,0:31:58,9878,177
xx:xx:xx:xx:xx:xx,17-06-25 18:38,0:30:14,16805,308
xx:xx:xx:xx:xx:xx,17-06-25 18:08,0:30:04,16945,274
xx:xx:xx:xx:xx:xx,17-06-25 17:38,0:32:42,17611,252
xx:xx:xx:xx:xx:xx,17-06-25 17:05,0:32:35,18388,427
xx:xx:xx:xx:xx:xx,17-06-25 16:32,0:28:10,6662,706
xx:xx:xx:xx:xx:xx,17-06-25 16:04,0:30:17,557,48
xx:xx:xx:xx:xx:xx,17-06-25 15:34,0:31:43,984,139
xx:xx:xx:xx:xx:xx,17-06-25 15:02,0:29:03,947,30
xx:xx:xx:xx:xx:xx,17-06-25 14:33,0:30:14,1152,38
xx:xx:xx:xx:xx:xx,17-06-25 14:03,0:28:16,139,10
xx:xx:xx:xx:xx:xx,17-06-25 13:35,0:30:57,339,46
xx:xx:xx:xx:xx:xx,17-06-25 13:04,0:32:07,782,32
xx:xx:xx:xx:xx:xx,17-06-25 12:32,0:29:50,776,28
xx:xx:xx:xx:xx:xx,17-06-25 12:02,0:31:52,1404,37
xx:xx:xx:xx:xx:xx,17-06-25 11:30,0:27:05,890,34
xx:xx:xx:xx:xx:xx,17-06-25 11:03,0:29:59,491,26
xx:xx:xx:xx:xx:xx,17-06-25 10:33,0:31:14,111,13
xx:xx:xx:xx:xx:xx,17-06-25 10:02,0:31:02,128,15
xx:xx:xx:xx:xx:xx,17-06-25 9:31,0:28:00,224,34
xx:xx:xx:xx:xx:xx,17-06-25 9:03,0:28:17,322,52
xx:xx:xx:xx:xx:xx,17-06-25 8:34,0:29:40,615,149
xx:xx:xx:xx:xx:xx,17-06-25 8:05,0:27:02,167,18
xx:xx:xx:xx:xx:xx,17-06-25 7:38,0:30:51,299,14
xx:xx:xx:xx:xx:xx,17-06-25 7:07,0:29:51,145,7
xx:xx:xx:xx:xx:xx,17-06-25 6:37,0:29:38,9,4
xx:xx:xx:xx:xx:xx,17-06-25 6:07,0:32:28,17,6
xx:xx:xx:xx:xx:xx,17-06-25 5:35,0:31:53,17,4
xx:xx:xx:xx:xx:xx,17-06-25 5:00,0:24:39,4,1
xx:xx:xx:xx:xx:xx,17-06-25 4:35,0:31:13,1,1
xx:xx:xx:xx:xx:xx,17-06-25 4:04,0:29:13,2,1
xx:xx:xx:xx:xx:xx,17-06-25 3:34,0:28:07,2,2
xx:xx:xx:xx:xx:xx,17-06-25 3:06,0:29:47,5,1
xx:xx:xx:xx:xx:xx,17-06-25 2:37,0:30:48,239,5
xx:xx:xx:xx:xx:xx,17-06-25 2:06,0:32:49,612,10
xx:xx:xx:xx:xx:xx,17-06-25 1:33,0:27:57,18,3
xx:xx:xx:xx:xx:xx,17-06-25 1:05,0:29:35,9,3
xx:xx:xx:xx:xx:xx,17-06-25 0:35,0:32:26,4,3
xx:xx:xx:xx:xx:xx,17-06-25 0:03,0:30:22,5,3
xx:xx:xx:xx:xx:xx,16-06-25 23:33,0:27:44,1099,50
xx:xx:xx:xx:xx:xx,16-06-25 23:05,0:29:16,849,144
xx:xx:xx:xx:xx:xx,16-06-25 22:36,0:31:15,944,44
xx:xx:xx:xx:xx:xx,16-06-25 22:04,0:31:00,512,112
xx:xx:xx:xx:xx:xx,16-06-25 21:33,0:29:44,762,24
xx:xx:xx:xx:xx:xx,16-06-25 21:04,0:29:39,131,11
xx:xx:xx:xx:xx:xx,16-06-25 20:34,0:27:23,305,20
xx:xx:xx:xx:xx:xx,16-06-25 20:07,0:32:27,521,154
xx:xx:xx:xx:xx:xx,16-06-25 19:34,0:29:35,331,22
xx:xx:xx:xx:xx:xx,16-06-25 19:05,0:28:10,172,11
xx:xx:xx:xx:xx:xx,16-06-25 18:36,0:28:07,12,8
xx:xx:xx:xx:xx:xx,16-06-25 18:08,0:32:43,106,4
xx:xx:xx:xx:xx:xx,16-06-25 17:36,0:30:37,468,58
xx:xx:xx:xx:xx:xx,16-06-25 17:05,0:28:13,1342,25
xx:xx:xx:xx:xx:xx,16-06-25 16:37,0:27:37,915,34
xx:xx:xx:xx:xx:xx,16-06-25 16:09,0:27:52,685,14
xx:xx:xx:xx:xx:xx,16-06-25 15:41,0:28:49,186,19
xx:xx:xx:xx:xx:xx,16-06-25 15:12,0:29:28,274,31
xx:xx:xx:xx:xx:xx,16-06-25 14:43,0:32:22,528,26
xx:xx:xx:xx:xx:xx,16-06-25 14:11,0:32:11,727,15
xx:xx:xx:xx:xx:xx,16-06-25 13:38,0:32:19,314,9
xx:xx:xx:xx:xx:xx,16-06-25 13:06,0:30:46,78,4
xx:xx:xx:xx:xx:xx,16-06-25 12:35,0:30:57,49,5
xx:xx:xx:xx:xx:xx,16-06-25 12:04,0:30:55,121,7
xx:xx:xx:xx:xx:xx,16-06-25 11:33,0:29:08,175,10
xx:xx:xx:xx:xx:xx,16-06-25 11:04,0:31:51,920,40
xx:xx:xx:xx:xx:xx,16-06-25 10:32,0:30:31,455,22
xx:xx:xx:xx:xx:xx,16-06-25 10:02,0:29:04,324,7
xx:xx:xx:xx:xx:xx,16-06-25 9:33,0:30:03,38,35
xx:xx:xx:xx:xx:xx,16-06-25 9:03,0:32:50,706,27
xx:xx:xx:xx:xx:xx,16-06-25 8:30,0:31:55,930,22
xx:xx:xx:xx:xx:xx,16-06-25 7:58,0:28:58,338,65
xx:xx:xx:xx:xx:xx,16-06-25 7:29,0:27:34,856,26
xx:xx:xx:xx:xx:xx,16-06-25 7:02,0:28:44,269,15
xx:xx:xx:xx:xx:xx,16-06-25 6:33,0:32:36,220,14
xx:xx:xx:xx:xx:xx,16-06-25 6:00,0:28:33,9,3
xx:xx:xx:xx:xx:xx,16-06-25 5:32,0:28:40,13,2
xx:xx:xx:xx:xx:xx,16-06-25 5:00,0:31:30,3,2
xx:xx:xx:xx:xx:xx,16-06-25 4:28,0:27:06,1,1
xx:xx:xx:xx:xx:xx,16-06-25 4:01,0:31:03,3,2
xx:xx:xx:xx:xx:xx,16-06-25 3:30,0:28:42,2,2
xx:xx:xx:xx:xx:xx,16-06-25 3:01,0:30:38,7,3
xx:xx:xx:xx:xx:xx,16-06-25 2:31,0:29:26,43,3
xx:xx:xx:xx:xx:xx,16-06-25 2:01,0:31:20,13,3
xx:xx:xx:xx:xx:xx,16-06-25 1:30,0:27:42,5,2
xx:xx:xx:xx:xx:xx,16-06-25 1:02,0:30:37,5,2
xx:xx:xx:xx:xx:xx,16-06-25 0:31,0:28:15,6,3
xx:xx:xx:xx:xx:xx,16-06-25 0:03,0:28:44,17,7
xx:xx:xx:xx:xx:xx,15-06-25 23:34,0:28:48,367,14
xx:xx:xx:xx:xx:xx,15-06-25 23:06,0:30:22,348,15
xx:xx:xx:xx:xx:xx,15-06-25 22:35,0:31:46,4963,114
xx:xx:xx:xx:xx:xx,15-06-25 22:04,0:28:56,1514,49
xx:xx:xx:xx:xx:xx,15-06-25 21:35,0:29:34,299,25
xx:xx:xx:xx:xx:xx,15-06-25 21:05,0:27:30,604,21
xx:xx:xx:xx:xx:xx,15-06-25 20:38,0:30:05,168,9
xx:xx:xx:xx:xx:xx,15-06-25 20:07,0:30:16,152,8
xx:xx:xx:xx:xx:xx,15-06-25 19:37,0:32:01,31,3
xx:xx:xx:xx:xx:xx,15-06-25 19:05,0:30:05,193,9
xx:xx:xx:xx:xx:xx,15-06-25 18:35,0:30:02,333,13
xx:xx:xx:xx:xx:xx,15-06-25 18:05,0:28:01,309,13
xx:xx:xx:xx:xx:xx,15-06-25 17:37,0:31:41,1058,39
xx:xx:xx:xx:xx:xx,15-06-25 17:05,0:32:22,1459,37
xx:xx:xx:xx:xx:xx,15-06-25 16:33,0:31:02,739,14
xx:xx:xx:xx:xx:xx,15-06-25 16:02,0:30:48,7223,100
xx:xx:xx:xx:xx:xx,15-06-25 15:31,0:30:55,1154,27
xx:xx:xx:xx:xx:xx,15-06-25 15:00,0:29:41,395,19
xx:xx:xx:xx:xx:xx,15-06-25 14:31,0:31:13,780,31
xx:xx:xx:xx:xx:xx,15-06-25 13:59,0:27:31,335,16
xx:xx:xx:xx:xx:xx,15-06-25 13:32,0:31:13,127,8
xx:xx:xx:xx:xx:xx,15-06-25 13:01,0:27:25,252,12
xx:xx:xx:xx:xx:xx,15-06-25 12:33,0:30:45,4934,95
xx:xx:xx:xx:xx:xx,15-06-25 12:02,0:27:30,907,279
xx:xx:xx:xx:xx:xx,15-06-25 11:35,0:28:02,611,23
xx:xx:xx:xx:xx:xx,15-06-25 11:07,0:28:01,753,31
xx:xx:xx:xx:xx:xx,15-06-25 10:39,0:30:15,858,28
xx:xx:xx:xx:xx:xx,15-06-25 10:09,0:27:50,423,20
xx:xx:xx:xx:xx:xx,15-06-25 9:41,0:32:04,309,68
xx:xx:xx:xx:xx:xx,15-06-25 9:09,0:27:58,386,15
xx:xx:xx:xx:xx:xx,15-06-25 8:41,0:30:06,300,15
xx:xx:xx:xx:xx:xx,15-06-25 8:11,0:29:35,237,6
xx:xx:xx:xx:xx:xx,15-06-25 7:41,0:31:32,376,12
xx:xx:xx:xx:xx:xx,15-06-25 7:10,0:32:06,252,13
xx:xx:xx:xx:xx:xx,15-06-25 6:37,0:30:01,259,7
xx:xx:xx:xx:xx:xx,15-06-25 6:07,0:32:54,154,7
xx:xx:xx:xx:xx:xx,15-06-25 5:35,0:31:34,180,7
xx:xx:xx:xx:xx:xx,15-06-25 5:00,0:18:41,49,3
xx:xx:xx:xx:xx:xx,15-06-25 4:41,0:31:05,79,4
xx:xx:xx:xx:xx:xx,15-06-25 4:10,0:27:05,72,3
xx:xx:xx:xx:xx:xx,15-06-25 3:43,0:28:21,146,5
xx:xx:xx:xx:xx:xx,15-06-25 3:14,0:29:58,14,3
xx:xx:xx:xx:xx:xx,15-06-25 2:44,0:31:04,101,2
xx:xx:xx:xx:xx:xx,15-06-25 2:13,0:59:24,3,3
xx:xx:xx:xx:xx:xx,15-06-25 1:14,0:29:20,17,1
xx:xx:xx:xx:xx:xx,15-06-25 0:45,0:32:33,138,5
xx:xx:xx:xx:xx:xx,15-06-25 0:12,0:30:12,343,11
xx:xx:xx:xx:xx:xx,14-06-25 23:42,0:30:02,464,14
xx:xx:xx:xx:xx:xx,14-06-25 23:12,0:29:45,974,28
xx:xx:xx:xx:xx:xx,14-06-25 22:42,0:27:33,713,31
xx:xx:xx:xx:xx:xx,14-06-25 22:14,0:32:54,490,83
xx:xx:xx:xx:xx:xx,14-06-25 21:42,0:27:18,1051,32
xx:xx:xx:xx:xx:xx,14-06-25 21:14,0:27:19,914,37
xx:xx:xx:xx:xx:xx,14-06-25 20:47,0:28:28,663,20
xx:xx:xx:xx:xx:xx,14-06-25 20:18,0:29:12,2657,78
xx:xx:xx:xx:xx:xx,14-06-25 19:49,0:27:53,1782,54
xx:xx:xx:xx:xx:xx,14-06-25 19:21,0:32:51,1503,48
xx:xx:xx:xx:xx:xx,14-06-25 18:49,0:31:27,441,17
xx:xx:xx:xx:xx:xx,14-06-25 18:17,0:29:56,1451,32
xx:xx:xx:xx:xx:xx,14-06-25 17:47,0:28:16,650,22
xx:xx:xx:xx:xx:xx,14-06-25 17:13,0:27:30,294,18
xx:xx:xx:xx:xx:xx,14-06-25 16:45,0:32:49,1421,31
xx:xx:xx:xx:xx:xx,14-06-25 16:13,0:27:24,3023,91
xx:xx:xx:xx:xx:xx,14-06-25 15:45,0:27:20,1593,52
xx:xx:xx:xx:xx:xx,14-06-25 15:18,0:29:32,872,37
xx:xx:xx:xx:xx:xx,14-06-25 14:48,0:31:11,831,38
xx:xx:xx:xx:xx:xx,14-06-25 14:17,0:30:59,406,22
xx:xx:xx:xx:xx:xx,14-06-25 13:46,0:32:45,1408,135
xx:xx:xx:xx:xx:xx,14-06-25 13:13,0:32:51,10101,141
xx:xx:xx:xx:xx:xx,14-06-25 12:40,0:29:57,613,28
xx:xx:xx:xx:xx:xx,14-06-25 12:11,0:30:31,748,22
xx:xx:xx:xx:xx:xx,14-06-25 11:40,0:30:37,343,16
xx:xx:xx:xx:xx:xx,14-06-25 11:09,0:31:54,921,64
xx:xx:xx:xx:xx:xx,14-06-25 10:38,0:29:11,258,47
xx:xx:xx:xx:xx:xx,14-06-25 10:08,0:31:03,433,17
xx:xx:xx:xx:xx:xx,14-06-25 9:37,0:30:48,232,9
xx:xx:xx:xx:xx:xx,14-06-25 9:06,0:28:03,136,4
xx:xx:xx:xx:xx:xx,14-06-25 8:38,0:32:59,195,9
xx:xx:xx:xx:xx:xx,14-06-25 8:05,0:31:57,179,21
xx:xx:xx:xx:xx:xx,14-06-25 7:33,0:32:00,500,24
xx:xx:xx:xx:xx:xx,14-06-25 7:01,0:30:44,430,21
xx:xx:xx:xx:xx:xx,14-06-25 6:31,0:28:12,247,11
xx:xx:xx:xx:xx:xx,14-06-25 6:03,0:27:03,10,3
xx:xx:xx:xx:xx:xx,14-06-25 5:36,0:32:36,2,1
xx:xx:xx:xx:xx:xx,14-06-25 5:00,0:12:18,2,1
xx:xx:xx:xx:xx:xx,14-06-25 4:47,0:32:29,4,2
xx:xx:xx:xx:xx:xx,14-06-25 4:15,0:31:31,1,1
xx:xx:xx:xx:xx:xx,14-06-25 3:43,0:32:24,14,3
xx:xx:xx:xx:xx:xx,14-06-25 3:11,0:32:20,9,3
xx:xx:xx:xx:xx:xx,14-06-25 2:38,0:27:05,7,1
xx:xx:xx:xx:xx:xx,14-06-25 2:11,0:32:45,5,1
xx:xx:xx:xx:xx:xx,14-06-25 1:39,0:27:33,750,29
xx:xx:xx:xx:xx:xx,14-06-25 1:11,0:30:15,442,15
xx:xx:xx:xx:xx:xx,14-06-25 0:41,0:28:50,396,13
xx:xx:xx:xx:xx:xx,14-06-25 0:12,0:29:33,879,29
xx:xx:xx:xx:xx:xx,13-06-25 23:42,0:30:00,1125,33
xx:xx:xx:xx:xx:xx,13-06-25 23:12,0:32:18,1304,34
xx:xx:xx:xx:xx:xx,13-06-25 22:40,0:31:15,1062,32
xx:xx:xx:xx:xx:xx,13-06-25 22:09,0:29:01,386,21
xx:xx:xx:xx:xx:xx,13-06-25 21:40,0:31:52,762,40
xx:xx:xx:xx:xx:xx,13-06-25 21:08,0:29:56,238,17
xx:xx:xx:xx:xx:xx,13-06-25 20:38,0:27:53,484,17
xx:xx:xx:xx:xx:xx,13-06-25 20:10,0:30:15,1279,36
xx:xx:xx:xx:xx:xx,13-06-25 19:40,0:29:06,3305,107
xx:xx:xx:xx:xx:xx,13-06-25 19:11,0:32:39,1197,34
xx:xx:xx:xx:xx:xx,13-06-25 18:38,0:31:40,1212,40
xx:xx:xx:xx:xx:xx,13-06-25 18:07,0:32:14,1455,48
xx:xx:xx:xx:xx:xx,13-06-25 17:34,0:28:03,1682,40
xx:xx:xx:xx:xx:xx,13-06-25 17:06,0:31:52,1776,45
xx:xx:xx:xx:xx:xx,13-06-25 16:34,0:29:01,821,27
xx:xx:xx:xx:xx:xx,13-06-25 16:05,0:31:44,197,14
xx:xx:xx:xx:xx:xx,13-06-25 15:34,0:27:18,789,21
xx:xx:xx:xx:xx:xx,13-06-25 15:06,0:30:16,450,16
xx:xx:xx:xx:xx:xx,13-06-25 14:36,0:30:10,382,54
xx:xx:xx:xx:xx:xx,13-06-25 14:06,0:29:23,443,34
xx:xx:xx:xx:xx:xx,13-06-25 13:37,0:32:25,177,12
xx:xx:xx:xx:xx:xx,13-06-25 13:04,0:30:34,361,36
xx:xx:xx:xx:xx:xx,13-06-25 12:34,0:29:25,23,13
xx:xx:xx:xx:xx:xx,13-06-25 12:04,0:27:27,66,8
xx:xx:xx:xx:xx:xx,13-06-25 11:37,0:28:46,102,11
xx:xx:xx:xx:xx:xx,13-06-25 11:08,0:31:48,72,13
xx:xx:xx:xx:xx:xx,13-06-25 10:36,0:28:04,4,4
xx:xx:xx:xx:xx:xx,13-06-25 10:08,0:29:22,16,5
xx:xx:xx:xx:xx:xx,13-06-25 9:39,0:28:44,96,6
xx:xx:xx:xx:xx:xx,13-06-25 9:10,0:32:05,229,8
xx:xx:xx:xx:xx:xx,13-06-25 8:38,0:32:32,226,44
xx:xx:xx:xx:xx:xx,13-06-25 8:05,0:32:30,177,17
xx:xx:xx:xx:xx:xx,13-06-25 7:33,0:29:31,240,12
xx:xx:xx:xx:xx:xx,13-06-25 7:03,0:29:31,70,15
xx:xx:xx:xx:xx:xx,13-06-25 6:34,0:30:02,146,7
xx:xx:xx:xx:xx:xx,13-06-25 6:04,0:30:48,23,3
xx:xx:xx:xx:xx:xx,13-06-25 5:33,0:30:06,3,2
xx:xx:xx:xx:xx:xx,13-06-25 5:00,0:11:28,65,3
xx:xx:xx:xx:xx:xx,13-06-25 4:48,0:31:38,4,3
xx:xx:xx:xx:xx:xx,13-06-25 4:16,0:32:25,24,4
xx:xx:xx:xx:xx:xx,13-06-25 3:44,0:29:00,18,2
xx:xx:xx:xx:xx:xx,13-06-25 3:15,0:29:00,173,4
xx:xx:xx:xx:xx:xx,13-06-25 2:46,0:28:30,123,7
xx:xx:xx:xx:xx:xx,13-06-25 2:18,0:30:02,23,1
xx:xx:xx:xx:xx:xx,13-06-25 1:47,0:28:54,10,1
xx:xx:xx:xx:xx:xx,13-06-25 1:19,0:28:08,54,3
xx:xx:xx:xx:xx:xx,13-06-25 0:50,0:32:18,7,1
xx:xx:xx:xx:xx:xx,13-06-25 0:18,0:27:01,37,2
xx:xx:xx:xx:xx:xx,12-06-25 23:51,0:31:17,29,5
xx:xx:xx:xx:xx:xx,12-06-25 23:20,0:30:41,221,6
xx:xx:xx:xx:xx:xx,12-06-25 22:49,0:30:57,1105,30
xx:xx:xx:xx:xx:xx,12-06-25 22:18,0:29:40,383,14
xx:xx:xx:xx:xx:xx,12-06-25 21:49,0:30:43,1152,38
xx:xx:xx:xx:xx:xx,12-06-25 21:18,0:28:19,560,24
xx:xx:xx:xx:xx:xx,12-06-25 20:50,0:31:21,145,7
xx:xx:xx:xx:xx:xx,12-06-25 20:18,0:30:19,526,106
xx:xx:xx:xx:xx:xx,12-06-25 19:45,0:07:40,153,5
xx:xx:xx:xx:xx:xx,12-06-25 19:37,0:30:07,496,16
xx:xx:xx:xx:xx:xx,12-06-25 19:07,0:29:47,135,13
xx:xx:xx:xx:xx:xx,12-06-25 18:37,0:30:20,204,12
xx:xx:xx:xx:xx:xx,12-06-25 18:07,0:28:18,557,64
xx:xx:xx:xx:xx:xx,12-06-25 17:38,0:31:04,789,47
xx:xx:xx:xx:xx:xx,12-06-25 17:07,0:29:34,465,15
xx:xx:xx:xx:xx:xx,12-06-25 16:38,0:29:43,404,12
xx:xx:xx:xx:xx:xx,12-06-25 16:08,0:31:16,1443,37
xx:xx:xx:xx:xx:xx,12-06-25 15:37,0:31:23,1684,53
xx:xx:xx:xx:xx:xx,12-06-25 15:05,0:28:57,1534,44
xx:xx:xx:xx:xx:xx,12-06-25 14:36,0:29:08,411,19
xx:xx:xx:xx:xx:xx,12-06-25 14:07,0:31:11,589,28
xx:xx:xx:xx:xx:xx,12-06-25 13:36,0:31:11,348,17
xx:xx:xx:xx:xx:xx,12-06-25 13:05,0:27:13,2625,62
xx:xx:xx:xx:xx:xx,12-06-25 12:38,0:32:25,790,32
xx:xx:xx:xx:xx:xx,12-06-25 12:05,0:27:30,587,25
xx:xx:xx:xx:xx:xx,12-06-25 11:38,0:27:51,313,16
xx:xx:xx:xx:xx:xx,12-06-25 11:07,0:23:53,931,22
xx:xx:xx:xx:xx:xx,12-06-25 10:43,0:28:17,266,14
xx:xx:xx:xx:xx:xx,12-06-25 10:15,0:28:29,170,10
xx:xx:xx:xx:xx:xx,12-06-25 9:46,0:27:20,69,5
xx:xx:xx:xx:xx:xx,12-06-25 9:19,0:27:14,8,3
xx:xx:xx:xx:xx:xx,12-06-25 8:49,0:18:35,103,8
xx:xx:xx:xx:xx:xx,12-06-25 8:30,0:31:20,461,23
xx:xx:xx:xx:xx:xx,12-06-25 7:59,0:29:51,452,25
xx:xx:xx:xx:xx:xx,12-06-25 7:29,0:30:24,41,6
xx:xx:xx:xx:xx:xx,12-06-25 6:59,0:29:21,73,9
xx:xx:xx:xx:xx:xx,12-06-25 6:27,0:22:51,51,3
xx:xx:xx:xx:xx:xx,12-06-25 6:04,0:31:06,111,6
xx:xx:xx:xx:xx:xx,12-06-25 5:33,0:29:42,100,4
xx:xx:xx:xx:xx:xx,12-06-25 5:00,0:21:34,57,1
xx:xx:xx:xx:xx:xx,12-06-25 4:38,0:28:13,78,3
xx:xx:xx:xx:xx:xx,12-06-25 4:10,0:27:45,73,2
xx:xx:xx:xx:xx:xx,12-06-25 3:42,0:28:08,2011,36
xx:xx:xx:xx:xx:xx,12-06-25 3:14,0:29:12,3331,57
xx:xx:xx:xx:xx:xx,12-06-25 2:45,0:30:44,1311,23
xx:xx:xx:xx:xx:xx,12-06-25 2:14,0:30:46,1684,30
xx:xx:xx:xx:xx:xx,12-06-25 1:43,0:29:24,3185,50
xx:xx:xx:xx:xx:xx,12-06-25 1:14,0:31:34,2853,883
xx:xx:xx:xx:xx:xx,12-06-25 0:42,0:30:47,416,13
xx:xx:xx:xx:xx:xx,12-06-25 0:10,0:01:15,8,0
xx:xx:xx:xx:xx:xx,12-06-25 0:09,0:06:00,49,1
xx:xx:xx:xx:xx:xx,12-06-25 0:02,0:16:04,483,627
xx:xx:xx:xx:xx:xx,11-06-25 23:46,0:27:15,188,7
xx:xx:xx:xx:xx:xx,11-06-25 23:19,0:31:52,1376,84
xx:xx:xx:xx:xx:xx,11-06-25 22:47,0:30:30,1199,63
xx:xx:xx:xx:xx:xx,11-06-25 22:16,0:32:40,1083,28
xx:xx:xx:xx:xx:xx,11-06-25 21:44,0:29:06,1444,44
xx:xx:xx:xx:xx:xx,11-06-25 21:14,0:29:56,991,35
xx:xx:xx:xx:xx:xx,11-06-25 20:44,0:32:43,201,177
xx:xx:xx:xx:xx:xx,11-06-25 20:12,0:28:50,301,78
xx:xx:xx:xx:xx:xx,11-06-25 19:43,0:32:41,901,29
xx:xx:xx:xx:xx:xx,11-06-25 19:10,0:27:32,373,18
xx:xx:xx:xx:xx:xx,11-06-25 18:43,0:29:32,736,21
xx:xx:xx:xx:xx:xx,11-06-25 18:13,0:29:12,257,29
xx:xx:xx:xx:xx:xx,11-06-25 17:44,0:32:11,401,105
xx:xx:xx:xx:xx:xx,11-06-25 17:12,0:30:17,248,13
xx:xx:xx:xx:xx:xx,11-06-25 16:41,0:28:33,281,22
xx:xx:xx:xx:xx:xx,11-06-25 16:13,0:32:31,897,370
xx:xx:xx:xx:xx:xx,11-06-25 15:40,0:27:06,184,9
xx:xx:xx:xx:xx:xx,11-06-25 15:13,0:32:13,462,18
xx:xx:xx:xx:xx:xx,11-06-25 14:41,0:27:41,281,14
xx:xx:xx:xx:xx:xx,11-06-25 14:13,0:28:26,109,10
xx:xx:xx:xx:xx:xx,11-06-25 13:45,0:30:33,153,8
xx:xx:xx:xx:xx:xx,11-06-25 13:14,0:28:52,167,11
xx:xx:xx:xx:xx:xx,11-06-25 12:46,0:31:30,106,7
xx:xx:xx:xx:xx:xx,11-06-25 12:14,0:31:55,413,19
xx:xx:xx:xx:xx:xx,11-06-25 11:42,0:30:33,340,9
xx:xx:xx:xx:xx:xx,11-06-25 11:12,0:32:40,142,8
xx:xx:xx:xx:xx:xx,11-06-25 10:39,0:28:04,13,3
xx:xx:xx:xx:xx:xx,11-06-25 10:11,0:27:58,241,10
xx:xx:xx:xx:xx:xx,11-06-25 9:43,0:30:52,636,24
xx:xx:xx:xx:xx:xx,11-06-25 9:12,0:32:04,313,15
xx:xx:xx:xx:xx:xx,11-06-25 8:40,0:29:37,275,14
xx:xx:xx:xx:xx:xx,11-06-25 8:10,0:29:35,254,12
xx:xx:xx:xx:xx:xx,11-06-25 7:41,0:32:42,346,16
xx:xx:xx:xx:xx:xx,11-06-25 7:08,0:31:32,244,8
xx:xx:xx:xx:xx:xx,11-06-25 6:37,0:30:42,21,3
xx:xx:xx:xx:xx:xx,11-06-25 6:06,0:29:59,101,5
xx:xx:xx:xx:xx:xx,11-06-25 5:36,0:32:58,114,8
xx:xx:xx:xx:xx:xx,11-06-25 5:00,0:09:45,11,2
xx:xx:xx:xx:xx:xx,11-06-25 4:50,0:30:46,1,0
xx:xx:xx:xx:xx:xx,11-06-25 4:19,0:27:52,20,3
xx:xx:xx:xx:xx:xx,11-06-25 3:51,0:28:47,3,2
xx:xx:xx:xx:xx:xx,11-06-25 3:22,0:27:33,11,1
xx:xx:xx:xx:xx:xx,11-06-25 2:55,0:32:09,2,1
xx:xx:xx:xx:xx:xx,11-06-25 2:23,0:27:04,14,1
xx:xx:xx:xx:xx:xx,11-06-25 1:56,0:29:10,1,1
xx:xx:xx:xx:xx:xx,11-06-25 1:26,0:31:07,3,2
xx:xx:xx:xx:xx:xx,11-06-25 0:55,0:28:39,2,1
xx:xx:xx:xx:xx:xx,11-06-25 0:27,0:27:47,188,10
xx:xx:xx:xx:xx:xx,10-06-25 23:59,0:31:37,902,23
xx:xx:xx:xx:xx:xx,10-06-25 23:27,0:32:06,449,21
xx:xx:xx:xx:xx:xx,10-06-25 22:55,0:30:37,556,20
xx:xx:xx:xx:xx:xx,10-06-25 22:25,0:30:14,329,31
xx:xx:xx:xx:xx:xx,10-06-25 21:54,0:29:10,668,49
xx:xx:xx:xx:xx:xx,10-06-25 21:25,0:29:56,83,13
xx:xx:xx:xx:xx:xx,10-06-25 20:55,0:31:57,143,26
xx:xx:xx:xx:xx:xx,10-06-25 20:23,0:31:40,112,21
xx:xx:xx:xx:xx:xx,10-06-25 19:52,0:30:45,264,13
xx:xx:xx:xx:xx:xx,10-06-25 19:21,0:30:20,148,10
xx:xx:xx:xx:xx:xx,10-06-25 18:51,0:29:59,1268,25
xx:xx:xx:xx:xx:xx,10-06-25 18:21,0:30:54,196,8
xx:xx:xx:xx:xx:xx,10-06-25 17:50,0:30:16,1129,17
xx:xx:xx:xx:xx:xx,10-06-25 17:19,0:31:21,593,19
xx:xx:xx:xx:xx:xx,10-06-25 16:48,0:29:58,727,26
xx:xx:xx:xx:xx:xx,10-06-25 16:18,0:27:29,4728,102
xx:xx:xx:xx:xx:xx,10-06-25 15:51,0:31:15,1812,42
xx:xx:xx:xx:xx:xx,10-06-25 15:19,0:27:07,1009,28
xx:xx:xx:xx:xx:xx,10-06-25 14:52,0:29:17,664,17
xx:xx:xx:xx:xx:xx,10-06-25 14:23,0:30:17,288,15
xx:xx:xx:xx:xx:xx,10-06-25 13:53,0:28:16,409,57
xx:xx:xx:xx:xx:xx,10-06-25 13:24,0:30:57,410,33
xx:xx:xx:xx:xx:xx,10-06-25 12:53,0:30:34,469,91
xx:xx:xx:xx:xx:xx,10-06-25 12:23,0:27:48,190,7
xx:xx:xx:xx:xx:xx,10-06-25 11:55,0:28:09,641,25
xx:xx:xx:xx:xx:xx,10-06-25 11:27,0:27:39,926,42
xx:xx:xx:xx:xx:xx,10-06-25 10:59,0:27:46,366,151
xx:xx:xx:xx:xx:xx,10-06-25 10:31,0:27:38,605,12
xx:xx:xx:xx:xx:xx,10-06-25 10:04,0:28:12,561,20
